station_id,state,district,water_body_type,year,month,temperature,pH,dissolved_oxygen,conductivity,turbidity,bod,nitrate,fecal_coliform,water_quality_class,water_status,risk_score
STN_6687,West Bengal,Darjeeling,River,2021,1,18.02,8.6,6.97,1467.51,8.94,7.14,24.07,1845,Polluted,Polluted,8
STN_6688,Karnataka,Bengaluru Rural,Lake,2022,7,30.43,8.3,6.99,883.06,3.03,7.28,38.99,842,Polluted,Moderate,5
STN_6689,Rajasthan,Alwar,Lake,2022,6,28.51,7.04,3.56,848.5,10.27,9.15,1.51,1023,Polluted,Polluted,8
STN_6690,Telangana,Rangareddy,River,2023,3,28.47,6.82,6.62,925.81,12.81,6.51,41.32,1472,Polluted,Polluted,6
STN_6691,Maharashtra,Nashik,River,2019,2,19.1,6.52,7.42,477.89,11.0,9.02,28.84,1584,Polluted,Polluted,6
STN_6692,Uttar Pradesh,Noida,River,2021,6,33.18,7.09,7.2,1191.02,8.45,6.96,32.21,512,Polluted,Polluted,6
STN_6693,Telangana,Medchal–Malkajgiri,Lake,2022,2,29.69,6.8,7.6,1234.05,18.5,6.66,27.91,389,Polluted,Polluted,6
STN_6694,West Bengal,Kolkata,Groundwater,2023,6,31.53,8.58,5.61,1202.61,11.05,4.39,20.31,590,Moderate,Polluted,8
STN_6695,West Bengal,Howrah,Lake,2023,3,23.54,7.57,8.69,1126.16,12.27,4.79,12.19,1547,Moderate,Polluted,6
STN_6696,Tamil Nadu,Dindigul,River,2021,12,30.87,7.18,4.25,1050.83,5.38,9.69,44.06,791,Polluted,Polluted,8
STN_6697,Karnataka,Mysuru,Groundwater,2020,8,23.82,7.44,6.05,1334.29,8.55,8.06,27.46,568,Polluted,Polluted,6
STN_6698,Maharashtra,Thane,River,2022,11,19.06,6.83,4.31,408.56,5.48,2.6,19.47,1545,Moderate,Polluted,6
STN_6699,Tamil Nadu,Thanjavur,River,2023,10,24.71,7.74,8.03,538.78,1.15,7.3,19.11,1585,Polluted,Moderate,5
STN_6700,Uttar Pradesh,Gorakhpur,Lake,2023,1,22.25,8.6,5.35,1122.17,3.76,7.02,35.12,995,Polluted,Polluted,7
STN_6701,Uttar Pradesh,Bareilly,River,2021,8,30.23,7.06,5.09,879.69,13.85,3.45,34.73,1849,Moderate,Polluted,6
STN_6702,Telangana,Warangal,River,2023,4,33.28,8.65,3.09,437.54,4.96,5.7,18.25,476,Moderate,Polluted,9
STN_6703,Rajasthan,Bharatpur,River,2023,11,18.28,6.98,5.82,1450.97,10.97,3.79,35.35,1771,Moderate,Polluted,6
STN_6704,Uttar Pradesh,Aligarh,Lake,2019,4,29.58,7.35,4.31,901.02,15.25,2.7,44.4,290,Moderate,Polluted,6
STN_6705,Maharashtra,Aurangabad,River,2022,12,21.32,8.44,5.96,739.35,4.75,3.65,17.8,729,Moderate,Moderate,5
STN_6706,Madhya Pradesh,Sagar,Lake,2023,1,25.71,8.04,8.58,773.7,9.4,6.58,39.34,1903,Polluted,Polluted,6
STN_6707,Bihar,Gaya,Groundwater,2021,4,18.81,7.07,3.46,1412.08,12.91,4.9,30.64,238,Moderate,Polluted,8
STN_6708,Uttar Pradesh,Lucknow,Groundwater,2020,11,26.52,8.12,4.72,1391.2,4.42,5.23,40.17,534,Moderate,Polluted,7
STN_6709,West Bengal,Hooghly,Lake,2023,10,32.31,8.58,3.21,671.78,18.19,9.88,29.14,1762,Polluted,Polluted,10
STN_6710,Andhra Pradesh,Kurnool,River,2021,5,29.87,8.66,8.52,1010.59,9.79,2.31,16.53,138,Moderate,Polluted,6
STN_6711,Andhra Pradesh,Visakhapatnam,Groundwater,2020,1,16.23,6.57,8.04,518.77,1.93,1.73,20.08,1294,Safe,Moderate,3
STN_6712,Bihar,Nalanda,Lake,2022,4,16.14,8.5,4.58,360.89,15.77,6.26,39.11,1613,Polluted,Polluted,8
STN_6713,Telangana,Hanamkonda,Groundwater,2023,10,20.5,7.61,5.52,341.73,17.16,4.26,17.56,1767,Moderate,Polluted,6
STN_6714,Karnataka,Mandya,Groundwater,2019,7,25.66,7.05,6.23,1217.13,15.21,9.85,17.08,118,Polluted,Polluted,6
STN_6715,Madhya Pradesh,Rewa,Lake,2022,4,25.39,8.24,7.07,515.19,15.26,8.51,28.77,473,Polluted,Polluted,6
STN_6716,Karnataka,Tumakuru,River,2022,8,20.61,7.84,8.09,222.19,14.72,1.21,35.06,1756,Safe,Moderate,4
STN_6717,Telangana,Karimnagar,Groundwater,2022,3,25.88,7.9,5.59,591.14,14.56,5.69,14.36,616,Moderate,Polluted,6
STN_6718,Andhra Pradesh,Anakapalli,Lake,2019,1,28.51,8.74,6.57,1086.83,18.97,6.82,35.45,1949,Polluted,Polluted,8
STN_6719,Andhra Pradesh,Kakinada,Lake,2021,4,29.34,7.76,7.31,1019.42,19.5,8.19,6.66,1041,Polluted,Polluted,6
STN_6720,Telangana,Nizamabad,Groundwater,2022,6,19.24,7.7,5.57,619.69,10.31,4.26,43.12,320,Moderate,Polluted,6
STN_6721,Andhra Pradesh,East Godavari,River,2019,3,22.11,8.45,8.78,751.56,2.09,5.18,5.33,1900,Moderate,Moderate,5
STN_6722,Maharashtra,Solapur,River,2021,4,31.93,8.58,7.33,737.25,9.87,3.21,7.58,1508,Moderate,Polluted,8
STN_6723,Telangana,Adilabad,Groundwater,2021,7,22.96,7.76,4.13,365.43,2.01,9.41,13.14,1995,Polluted,Polluted,7
STN_6724,Madhya Pradesh,Satna,Lake,2020,3,18.84,6.69,7.97,314.5,11.46,8.86,38.15,1920,Polluted,Polluted,6
STN_6725,West Bengal,North 24 Parganas,River,2023,8,26.0,7.45,7.53,1327.43,5.89,1.94,1.08,583,Safe,Moderate,4
STN_6726,Karnataka,Hassan,Lake,2023,12,28.93,8.31,5.1,339.41,12.76,7.37,41.78,246,Polluted,Polluted,6
STN_6727,Telangana,Khammam,Groundwater,2020,2,19.18,7.37,5.42,1263.84,13.92,2.51,1.04,1886,Safe,Moderate,4
STN_6728,Telangana,Mahabubnagar,River,2023,3,24.54,7.31,7.27,454.53,8.31,3.21,7.26,621,Moderate,Polluted,6
STN_6729,Madhya Pradesh,Chhindwara,Groundwater,2019,7,22.55,8.8,5.0,1143.06,4.26,6.54,37.65,1180,Polluted,Polluted,7
STN_6730,Tamil Nadu,Cuddalore,River,2019,12,20.68,8.56,6.11,1441.45,14.1,8.67,24.99,85,Polluted,Moderate,5
STN_6731,Uttar Pradesh,Kanpur Nagar,Groundwater,2023,5,20.22,8.78,7.08,1397.06,9.88,5.42,23.99,1773,Moderate,Polluted,8
STN_6732,Andhra Pradesh,West Godavari,Lake,2020,3,20.74,6.92,3.54,379.61,7.73,4.96,7.2,929,Moderate,Polluted,8
STN_6733,Telangana,Hyderabad,River,2023,12,16.74,7.54,3.66,613.45,8.79,7.79,12.13,893,Polluted,Polluted,8
STN_6734,Telangana,Rangareddy,Lake,2023,6,23.42,7.58,4.36,231.11,11.91,2.42,23.57,1960,Moderate,Polluted,6
STN_6735,Bihar,Bhagalpur,River,2023,1,27.44,7.74,7.31,751.99,6.88,5.33,7.73,1690,Moderate,Polluted,6
STN_6736,Uttar Pradesh,Kanpur Dehat,River,2021,6,17.51,8.62,5.78,1003.73,3.82,2.11,40.57,1531,Moderate,Moderate,5
STN_6737,Andhra Pradesh,Krishna,Groundwater,2020,9,30.17,7.73,7.24,239.05,19.8,2.77,21.11,100,Safe,Safe,1
STN_6738,West Bengal,South 24 Parganas,Groundwater,2020,12,29.18,7.61,4.4,609.31,4.76,7.73,17.72,856,Polluted,Polluted,7
STN_6739,Rajasthan,Sikar,River,2023,2,31.01,8.41,4.7,750.08,17.58,4.49,27.22,711,Moderate,Polluted,8
STN_6740,Rajasthan,Chittorgarh,Groundwater,2019,11,16.51,6.6,6.58,311.93,8.3,2.43,20.01,130,Safe,Moderate,4
STN_6741,Maharashtra,Kolhapur,Groundwater,2023,10,31.51,8.03,4.27,507.26,14.3,4.94,4.64,1179,Moderate,Polluted,8
STN_6742,Tamil Nadu,Chennai,Lake,2019,1,26.57,8.21,5.82,1477.95,17.77,9.04,29.7,1880,Polluted,Polluted,6
STN_6743,Rajasthan,Bhilwara,Groundwater,2022,6,28.97,6.5,6.43,802.27,14.95,4.09,2.09,476,Moderate,Polluted,6
STN_6744,Bihar,Muzaffarpur,Groundwater,2022,4,25.71,6.77,3.46,1204.54,3.77,6.29,30.82,1608,Polluted,Polluted,7
STN_6745,Uttar Pradesh,Varanasi,River,2022,1,18.91,7.72,8.43,424.43,2.37,1.38,2.8,1727,Safe,Moderate,3
STN_6746,Andhra Pradesh,Guntur,River,2019,11,24.16,7.83,4.8,635.2,7.84,4.5,30.94,1331,Moderate,Polluted,8
STN_6747,Andhra Pradesh,Palnadu,River,2023,10,15.21,7.99,6.21,535.86,4.73,4.39,36.59,1782,Moderate,Moderate,5
STN_6748,Andhra Pradesh,Bapatla,Groundwater,2019,3,25.6,8.4,4.08,815.55,2.82,6.96,19.07,1317,Polluted,Polluted,7
STN_6749,Telangana,Medchal–Malkajgiri,River,2021,4,16.48,7.15,3.59,519.72,9.15,7.65,40.84,1754,Polluted,Polluted,8
STN_6750,Uttar Pradesh,Prayagraj,Lake,2021,2,15.26,6.51,4.61,262.97,6.32,6.75,26.86,879,Polluted,Polluted,8
STN_6751,Madhya Pradesh,Khandwa,Groundwater,2021,7,30.06,6.54,3.11,1453.9,1.37,4.7,19.31,714,Moderate,Polluted,7
STN_6752,Bihar,Darbhanga,Lake,2022,7,28.63,6.75,7.93,702.82,11.08,7.04,34.94,959,Polluted,Polluted,6
STN_6753,Telangana,Warangal,Lake,2023,4,26.1,8.24,7.67,1282.26,3.04,4.68,41.07,1043,Moderate,Moderate,5
STN_6754,Andhra Pradesh,Prakasam,Lake,2020,1,21.28,7.69,5.49,1447.35,19.12,4.81,20.7,650,Moderate,Polluted,6
STN_6755,Madhya Pradesh,Ratlam,Lake,2021,4,15.54,6.86,3.22,1424.22,3.37,6.41,11.59,620,Polluted,Polluted,7
STN_6756,Andhra Pradesh,Nellore,Groundwater,2020,12,33.18,7.78,3.95,412.61,5.99,5.99,15.31,1117,Moderate,Polluted,8
STN_6757,Karnataka,Shivamogga,Groundwater,2019,10,20.59,6.74,6.08,1115.12,17.35,6.19,8.04,643,Polluted,Polluted,6
STN_6758,Maharashtra,Amravati,River,2023,4,34.76,8.41,4.05,1324.83,3.13,7.83,10.74,1833,Polluted,Polluted,7
STN_6759,Telangana,Hanamkonda,Lake,2023,5,29.35,8.73,7.34,774.64,19.11,6.23,43.72,864,Polluted,Polluted,8
STN_6760,Madhya Pradesh,Dewas,River,2023,10,21.65,7.84,8.42,459.61,12.03,5.35,28.15,1239,Moderate,Polluted,6
STN_6761,West Bengal,Nadia,Groundwater,2021,9,30.14,7.61,5.77,281.88,14.22,8.75,22.06,1520,Polluted,Polluted,6
STN_6762,Uttar Pradesh,Agra,Lake,2020,4,24.64,8.78,3.8,1459.6,3.56,6.57,2.6,782,Polluted,Polluted,9
STN_6763,Madhya Pradesh,Bhopal,River,2022,5,17.91,7.88,7.8,1256.12,4.07,9.38,9.55,121,Polluted,Moderate,5
STN_6764,Bihar,Purnia,River,2020,1,17.32,7.07,5.32,1378.42,12.21,8.0,4.09,1894,Polluted,Polluted,6
STN_6765,Maharashtra,Satara,River,2022,8,26.11,7.13,3.14,565.32,14.98,2.72,31.96,688,Moderate,Polluted,6
STN_6766,Bihar,Araria,River,2023,4,29.07,6.84,6.66,527.52,7.66,4.95,36.5,1591,Moderate,Polluted,6
STN_6767,Rajasthan,Pali,River,2023,7,29.79,6.8,6.73,392.08,14.46,2.87,24.2,1536,Safe,Moderate,4
STN_6768,West Bengal,Murshidabad,Lake,2021,1,22.23,8.18,3.56,1071.44,18.83,8.49,3.38,1224,Polluted,Polluted,8
STN_6769,West Bengal,Bardhaman,River,2019,1,29.34,8.77,4.98,1283.48,14.19,8.23,13.18,1135,Polluted,Polluted,10
STN_6770,Madhya Pradesh,Indore,River,2023,2,16.65,7.85,4.86,676.33,1.61,8.83,31.61,626,Polluted,Polluted,7
STN_6771,Uttar Pradesh,Meerut,Groundwater,2021,11,15.95,7.64,8.12,764.08,4.48,9.44,38.13,552,Polluted,Moderate,5
STN_6772,Karnataka,Davanagere,Lake,2021,7,34.32,8.75,5.93,812.5,10.14,2.83,12.92,849,Moderate,Polluted,6
STN_6773,Uttar Pradesh,Ghaziabad,Lake,2021,9,32.45,8.04,5.17,1301.91,7.64,2.86,44.37,996,Safe,Moderate,4
STN_6774,Rajasthan,Jaipur,Groundwater,2022,8,31.48,8.77,6.11,435.95,4.25,5.24,42.48,335,Moderate,Polluted,7
STN_6775,West Bengal,Birbhum,Groundwater,2023,11,17.56,8.15,6.89,1034.52,19.16,6.21,32.33,1100,Polluted,Polluted,6
STN_6776,West Bengal,Malda,Lake,2023,9,25.34,8.3,5.83,1178.43,14.45,3.49,41.2,91,Moderate,Moderate,3
STN_6777,West Bengal,Jalpaiguri,Lake,2020,10,32.71,6.55,5.2,262.69,9.36,9.51,3.15,1305,Polluted,Polluted,6
STN_6778,Telangana,Karimnagar,Lake,2023,1,34.47,8.38,4.43,1276.71,10.72,6.37,40.26,187,Polluted,Polluted,8
STN_6779,Andhra Pradesh,Kurnool,Groundwater,2021,4,31.34,8.35,6.49,729.79,8.23,5.54,3.42,18,Moderate,Moderate,3
STN_6780,West Bengal,Darjeeling,Lake,2022,1,34.67,8.05,3.6,725.11,11.05,3.45,7.42,1285,Moderate,Polluted,8
STN_6781,Bihar,Begusarai,Lake,2020,6,33.33,7.22,8.84,1188.58,17.33,5.33,28.61,1267,Moderate,Polluted,6
STN_6782,Tamil Nadu,Coimbatore,Lake,2021,8,34.75,8.13,6.67,1143.23,17.71,9.1,4.51,826,Polluted,Polluted,6
STN_6783,West Bengal,Kolkata,River,2021,11,33.81,6.93,4.38,671.01,15.27,4.08,23.41,914,Moderate,Polluted,8
STN_6784,West Bengal,Howrah,Lake,2023,9,32.65,7.17,3.4,850.41,11.28,4.07,35.67,179,Moderate,Polluted,8
STN_6785,Madhya Pradesh,Jabalpur,River,2019,12,27.24,8.2,6.27,806.67,1.09,4.67,43.38,815,Moderate,Moderate,5
STN_6786,Bihar,Samastipur,River,2020,11,18.71,7.47,8.59,1064.49,7.3,9.34,7.92,647,Polluted,Polluted,6
STN_6787,Tamil Nadu,Madurai,River,2022,2,18.79,7.97,3.26,596.45,1.8,2.66,11.62,1235,Moderate,Moderate,5
STN_6788,Andhra Pradesh,Visakhapatnam,Groundwater,2021,3,31.08,7.61,3.11,1323.63,6.71,7.88,9.83,1242,Polluted,Polluted,8
STN_6789,Andhra Pradesh,Anakapalli,Groundwater,2020,5,33.96,6.93,3.38,1248.0,1.04,1.44,1.44,1838,Moderate,Moderate,5
STN_6790,Maharashtra,Jalgaon,River,2023,12,32.96,8.09,5.23,741.69,1.07,4.12,18.51,710,Moderate,Moderate,5
STN_6791,Telangana,Nizamabad,Lake,2022,9,25.65,7.5,3.1,765.25,15.11,4.94,41.9,795,Moderate,Polluted,8
STN_6792,Uttar Pradesh,Noida,River,2022,8,15.56,7.6,5.46,373.28,10.34,7.97,23.13,1735,Polluted,Polluted,6
STN_6793,Madhya Pradesh,Gwalior,River,2022,12,28.43,8.28,5.8,913.76,9.18,6.36,39.43,462,Polluted,Polluted,6
STN_6794,Uttar Pradesh,Gorakhpur,River,2020,6,34.18,6.56,7.8,1118.67,16.55,1.37,39.24,253,Safe,Moderate,4
STN_6795,Maharashtra,Mumbai City,Groundwater,2020,9,22.52,7.52,6.18,1069.16,9.76,4.47,25.58,1241,Moderate,Polluted,6
STN_6796,Telangana,Adilabad,Lake,2019,2,32.6,7.88,4.77,320.0,9.44,6.34,35.23,645,Polluted,Polluted,8
STN_6797,Uttar Pradesh,Bareilly,Groundwater,2023,6,18.67,7.08,4.66,754.32,14.07,2.39,9.19,759,Moderate,Polluted,6
STN_6798,Bihar,Siwan,Lake,2019,8,17.36,7.74,5.42,534.16,14.42,3.72,42.66,305,Moderate,Polluted,6
STN_6799,West Bengal,Hooghly,Lake,2019,3,20.63,8.4,5.71,587.99,18.47,6.93,16.07,886,Polluted,Polluted,6
STN_6800,Rajasthan,Jodhpur,River,2019,1,22.43,8.19,3.29,1294.42,12.45,6.01,7.05,896,Polluted,Polluted,8
STN_6801,Telangana,Khammam,Lake,2019,8,32.13,6.93,3.82,727.75,9.92,9.64,37.57,1483,Polluted,Polluted,8
STN_6802,Andhra Pradesh,Kakinada,Groundwater,2021,9,30.7,8.47,8.29,1282.98,9.46,9.86,12.13,1115,Polluted,Polluted,6
STN_6803,Maharashtra,Mumbai Suburban,Lake,2023,10,26.23,8.72,3.44,445.84,13.71,9.67,40.85,582,Polluted,Polluted,10
STN_6804,Karnataka,Chitradurga,River,2023,2,22.01,8.61,4.39,1482.37,17.61,4.29,33.69,1544,Moderate,Polluted,10
STN_6805,Telangana,Mahabubnagar,Groundwater,2019,10,25.11,7.57,4.38,1356.08,4.19,6.51,6.15,873,Polluted,Polluted,7
STN_6806,Bihar,Saran,Groundwater,2020,11,22.31,7.51,3.91,399.1,17.3,6.82,16.45,1933,Polluted,Polluted,8
STN_6807,Tamil Nadu,Tiruchirappalli,Lake,2019,4,28.58,6.81,3.15,216.25,5.49,7.33,21.18,1041,Polluted,Polluted,8
STN_6808,Karnataka,Ballari,Lake,2023,8,33.95,7.28,6.89,1219.62,7.01,3.03,2.2,1298,Moderate,Polluted,6
STN_6809,Karnataka,Belagavi,Groundwater,2019,2,19.29,7.14,3.64,1424.36,6.25,6.33,5.14,547,Polluted,Polluted,8
STN_6810,Uttar Pradesh,Aligarh,River,2023,9,17.65,6.71,4.92,636.31,17.2,7.59,17.97,1642,Polluted,Polluted,8
STN_6811,West Bengal,North 24 Parganas,Groundwater,2023,5,31.3,6.98,8.47,1406.15,12.83,2.9,25.74,1308,Safe,Moderate,4
STN_6812,Tamil Nadu,Salem,Lake,2022,5,29.35,7.19,5.73,305.26,9.14,2.69,35.61,641,Safe,Moderate,4
STN_6813,Telangana,Hyderabad,Lake,2019,4,20.39,7.42,4.53,1068.51,13.96,1.01,17.49,1999,Moderate,Polluted,6
STN_6814,Telangana,Rangareddy,Lake,2020,5,32.72,7.08,6.04,1226.87,19.87,6.1,9.48,1437,Polluted,Polluted,6
STN_6815,Uttar Pradesh,Lucknow,River,2022,5,28.01,6.55,8.61,1153.36,5.81,4.0,33.98,342,Moderate,Polluted,6
STN_6816,Tamil Nadu,Erode,Groundwater,2019,3,23.6,7.73,3.97,1036.4,11.27,8.71,24.87,1778,Polluted,Polluted,8
STN_6817,Andhra Pradesh,East Godavari,Lake,2022,8,21.17,8.79,5.16,322.61,3.55,7.76,11.95,321,Polluted,Polluted,7
STN_6818,Uttar Pradesh,Kanpur Nagar,River,2023,12,28.36,7.46,4.6,520.66,16.05,4.11,5.54,309,Moderate,Polluted,8
STN_6819,Madhya Pradesh,Ujjain,Groundwater,2022,5,17.9,8.42,5.0,510.23,3.7,4.4,16.1,1375,Moderate,Moderate,5
STN_6820,Tamil Nadu,Tirunelveli,River,2022,4,28.36,7.42,5.05,740.57,2.23,5.08,10.1,1903,Moderate,Moderate,5
STN_6821,Karnataka,Dharwad,Groundwater,2020,12,16.48,7.09,4.02,1095.74,6.4,3.69,7.58,163,Moderate,Polluted,8
STN_6822,Uttar Pradesh,Kanpur Dehat,River,2022,8,20.99,8.1,3.37,575.92,10.14,4.94,9.27,474,Moderate,Polluted,8
STN_6823,Tamil Nadu,Thoothukudi,River,2019,1,28.81,7.66,6.76,926.01,6.22,8.15,25.53,14,Polluted,Moderate,3
STN_6824,Telangana,Medchal–Malkajgiri,River,2022,8,16.98,6.63,6.18,1410.24,1.96,1.19,8.71,1058,Safe,Moderate,3
STN_6825,Bihar,Patna,River,2022,6,21.59,7.53,6.53,716.12,9.29,2.8,39.13,617,Safe,Moderate,4
STN_6826,Karnataka,Bengaluru Urban,Groundwater,2021,9,23.73,6.77,5.85,776.78,10.93,1.67,18.12,1504,Safe,Moderate,4
STN_6827,Maharashtra,Pune,Lake,2021,3,33.13,8.67,6.83,1342.23,3.15,6.76,16.85,1214,Polluted,Polluted,7
STN_6828,Uttar Pradesh,Varanasi,River,2020,8,33.63,8.4,7.04,1393.42,8.49,1.77,23.36,318,Safe,Moderate,4
STN_6829,Bihar,Gaya,Lake,2023,9,32.5,7.36,3.53,745.63,5.59,6.23,34.5,1047,Polluted,Polluted,8
STN_6830,Maharashtra,Nagpur,River,2019,9,24.51,8.24,8.47,617.52,3.07,9.56,13.5,647,Polluted,Moderate,5
STN_6831,Rajasthan,Udaipur,Groundwater,2021,2,28.96,7.54,5.61,1016.85,9.31,4.85,35.42,1996,Moderate,Polluted,6
STN_6832,Rajasthan,Kota,Lake,2021,2,21.21,8.18,5.22,1096.33,8.03,2.08,19.91,1974,Safe,Moderate,4
STN_6833,Bihar,Nalanda,Lake,2021,8,24.45,7.99,6.86,1377.91,4.95,9.56,30.11,1441,Polluted,Moderate,5
STN_6834,Madhya Pradesh,Sagar,River,2020,6,27.03,7.71,8.07,1050.97,11.51,5.6,37.32,261,Moderate,Polluted,6
STN_6835,Telangana,Warangal,River,2021,8,26.5,8.44,7.82,1461.28,8.85,2.59,22.9,1648,Safe,Moderate,4
STN_6836,Madhya Pradesh,Rewa,Lake,2021,11,34.07,7.48,3.16,1318.39,16.11,2.17,42.33,1479,Moderate,Polluted,6
STN_6837,Telangana,Hanamkonda,River,2020,1,33.7,8.67,3.38,379.05,10.99,5.61,36.59,1123,Moderate,Polluted,10
STN_6838,Madhya Pradesh,Satna,River,2022,1,25.31,7.8,5.96,1392.5,5.24,6.78,12.71,773,Polluted,Polluted,6
STN_6839,West Bengal,South 24 Parganas,Lake,2020,10,30.73,8.38,5.74,1454.55,2.47,5.62,20.17,1857,Moderate,Moderate,5
STN_6840,Madhya Pradesh,Chhindwara,River,2019,7,24.3,8.37,3.43,1380.75,14.35,7.5,17.26,1291,Polluted,Polluted,8
STN_6841,Tamil Nadu,Vellore,Lake,2021,6,31.18,7.91,6.18,733.03,7.68,1.88,22.57,678,Safe,Moderate,4
STN_6842,Telangana,Karimnagar,Lake,2021,5,26.41,7.94,5.66,381.1,1.36,3.43,4.54,1903,Moderate,Moderate,5
STN_6843,Maharashtra,Nashik,Groundwater,2019,11,30.36,6.87,7.19,738.15,2.42,9.73,9.86,14,Polluted,Safe,2
STN_6844,Telangana,Nizamabad,Lake,2019,11,23.59,6.78,8.79,439.33,13.09,7.51,19.0,1115,Polluted,Polluted,6
STN_6845,Tamil Nadu,Dindigul,River,2019,7,26.12,6.58,5.41,1461.14,9.24,2.61,32.25,744,Safe,Moderate,4
STN_6846,Karnataka,Bengaluru Rural,Lake,2019,5,22.8,7.0,6.16,592.96,13.09,2.64,26.75,1693,Safe,Moderate,4
STN_6847,Rajasthan,Ajmer,Groundwater,2019,11,32.26,6.93,4.14,1466.74,19.36,9.53,23.94,1105,Polluted,Polluted,8
STN_6848,Maharashtra,Thane,Groundwater,2023,8,26.17,7.83,7.31,1333.86,16.14,4.63,44.23,1088,Moderate,Polluted,6
STN_6849,Rajasthan,Bikaner,Groundwater,2023,10,21.47,7.99,4.97,1175.83,18.67,7.71,25.61,1334,Polluted,Polluted,8
STN_6850,Maharashtra,Aurangabad,Groundwater,2022,8,16.67,8.29,8.88,666.16,19.09,5.32,40.03,1231,Moderate,Polluted,6
STN_6851,Karnataka,Mysuru,Groundwater,2019,7,15.2,6.88,8.17,532.62,11.36,4.3,3.74,159,Moderate,Polluted,6
STN_6852,Andhra Pradesh,West Godavari,Groundwater,2021,3,31.56,6.89,8.53,971.87,4.11,2.46,36.23,1030,Safe,Moderate,3
STN_6853,Bihar,Bhagalpur,Lake,2023,12,34.99,6.95,3.04,923.56,5.99,5.45,26.02,1874,Moderate,Polluted,8
STN_6854,Tamil Nadu,Thanjavur,Groundwater,2019,8,19.26,6.55,7.04,854.56,10.58,2.99,22.75,1392,Safe,Moderate,4
STN_6855,Tamil Nadu,Cuddalore,River,2021,11,19.55,7.56,7.21,262.18,15.18,2.51,17.74,1969,Safe,Moderate,4
STN_6856,Andhra Pradesh,Krishna,Groundwater,2019,3,28.51,6.84,4.88,814.79,17.15,3.51,7.12,1002,Moderate,Polluted,8
STN_6857,Maharashtra,Solapur,Groundwater,2023,8,33.61,8.17,5.7,1202.09,7.59,8.41,10.14,272,Polluted,Polluted,6
STN_6858,Telangana,Adilabad,Lake,2021,3,31.07,8.42,3.9,425.01,8.53,1.77,21.7,1978,Moderate,Polluted,6
STN_6859,Andhra Pradesh,Guntur,Lake,2021,12,24.17,7.92,8.16,536.58,17.0,8.34,18.29,1774,Polluted,Polluted,6
STN_6860,West Bengal,Nadia,River,2023,7,34.16,8.08,6.56,1110.52,17.88,2.28,15.05,1630,Safe,Moderate,4
STN_6861,Uttar Pradesh,Prayagraj,Lake,2021,11,26.2,6.54,4.39,207.36,15.76,6.52,7.68,1189,Polluted,Polluted,8
STN_6862,Uttar Pradesh,Agra,Groundwater,2019,7,24.68,7.01,5.74,288.64,2.48,4.39,42.26,270,Moderate,Moderate,5
STN_6863,Madhya Pradesh,Khandwa,Groundwater,2020,7,24.06,6.53,3.9,430.85,8.98,2.0,31.1,1835,Moderate,Polluted,6
STN_6864,Tamil Nadu,Chennai,Groundwater,2021,12,34.81,8.67,6.57,1328.24,1.52,6.27,31.2,994,Polluted,Polluted,7
STN_6865,Karnataka,Mandya,Lake,2022,3,20.24,7.36,4.92,271.44,10.76,1.49,9.31,1010,Moderate,Polluted,6
STN_6866,Andhra Pradesh,Palnadu,River,2020,7,26.58,8.7,5.02,701.17,8.72,9.18,44.57,866,Polluted,Polluted,8
STN_6867,Telangana,Khammam,River,2019,2,33.89,6.86,3.74,570.81,13.19,7.4,16.71,1507,Polluted,Polluted,8
STN_6868,Bihar,Muzaffarpur,River,2023,3,28.66,8.79,8.29,563.61,10.03,3.19,40.01,635,Moderate,Polluted,8
STN_6869,Andhra Pradesh,Bapatla,Lake,2020,1,16.15,7.18,5.33,850.59,18.33,4.27,17.67,1588,Moderate,Polluted,6
STN_6870,Telangana,Mahabubnagar,River,2020,10,26.88,7.97,7.31,893.61,3.29,9.69,3.73,161,Polluted,Moderate,5
STN_6871,Andhra Pradesh,Prakasam,Groundwater,2023,5,34.26,7.79,4.0,583.62,2.47,7.52,13.61,1931,Polluted,Polluted,7
STN_6872,Maharashtra,Kolhapur,Lake,2022,11,28.02,8.71,7.71,1270.98,14.04,1.34,34.03,707,Moderate,Polluted,6
STN_6873,Karnataka,Tumakuru,Groundwater,2023,9,15.29,6.64,6.39,375.65,7.03,6.03,21.05,333,Polluted,Polluted,6
STN_6874,Tamil Nadu,Coimbatore,River,2020,9,23.5,8.54,6.42,600.44,6.53,3.38,23.31,480,Moderate,Polluted,8
STN_6875,Tamil Nadu,Madurai,River,2019,7,16.0,8.51,4.99,843.8,7.13,7.67,15.57,622,Polluted,Polluted,10
STN_6876,Madhya Pradesh,Ratlam,Groundwater,2023,5,22.61,7.88,3.84,445.51,11.93,6.81,21.02,1090,Polluted,Polluted,8
STN_6877,Andhra Pradesh,Nellore,Lake,2022,8,33.93,7.53,5.89,339.6,3.99,9.16,25.39,22,Polluted,Safe,2
STN_6878,Maharashtra,Amravati,Groundwater,2023,12,24.24,7.19,6.87,979.22,7.09,7.5,35.28,1231,Polluted,Polluted,6
STN_6879,Uttar Pradesh,Meerut,Lake,2020,4,19.88,8.2,5.0,230.49,3.65,5.08,44.99,525,Moderate,Moderate,5
STN_6880,Uttar Pradesh,Ghaziabad,Lake,2023,7,17.77,7.73,4.61,216.26,5.82,9.12,30.0,1635,Polluted,Polluted,8
